word,freq
建筑史,2
欣赏,2
精彩,2
举例,2
长存,2
寿命,2
实物,2
先秦,2
年代,2
中原,2
木材,2
限于,2
深究,2
着意,2
未尝,2
永不,2
见解,2
数千年,2
保存,2
而已,2
木构,2
原则,2
墓室,2
模仿,2
人写,2
偶然,2
收到,2
同学,2
沉迷,2
雷鬼,2
接到,2
算法,2
小鸟,2
不停,2
知觉,2
前两天,2
回去,2
消息,2
写下,2
生机,2
花花草草,2
后知后觉,2
滞后,2
感知,2
路上知道,2
最近读的书,2
梁思成中国,2
中国建筑史,2
原物长存,2
长存观念,2
这种感觉,2
最近朋友,2
说话好像,2
听到几个,2
时候最近,2
领略,2
友情,2
真挚,2
忘却,2
身心,2
和睦,2
领略友情,2
友情真挚,2
忘却身心,2
身心和睦,2
周三,2
任务,2
服务器,2
不用,2
工学院,2
急需,2
华裔,2
新加坡人,2
印度人,2
二十五,2
鸭皇,2
協裕,2
包西,2
流水账,2
复学,2
开门,2
琵琶,2
故意,2
味蕾,2
杂质,2
累麻,2
期望,2
咸蛋,2
最能,2
这道,2
马杀鸡,2
我试,2
巨大,2
挺不错,2
那家,2
一想,2
服务,2
罢了,2
脑后,2
风池穴,2
没错,2
精准,2
位置,2
几家,2
面质,2
怂恿,2
眼袋,2
索尼,2
便宜,2
既然,2
残酷,2
五点,2
各自,2
整了,2
飞饼,2
羊肉,2
一顿,2
按下不表,2
凉茶,2
龟苓膏,2
网球场,2
马来西亚海关,2
一位华裔,2
鸭皇药材,2
烧腊大王,2
大王協裕,2
協裕包西,2
包西简单,2
咖啡恭和堂,2
香蕉蛋糕,2
一口下去,2
每个地方,2
流沙咸蛋,2
咸蛋馒头,2
下次时候,2
于是到处,2
感觉疲劳,2
没错就是,2
技师技师,2
印度师兄,2
降噪耳机,2
简单一下,2
时候觉得,2
返程时候,2
头发,2
模样,2
其余,2
两样,2
风扇,2
百叶窗,2
随着,2
呼吸,2
一段话,2
难道,2
轨道,2
生长,2
不明,2
一见钟情,2
很困,2
泛化,2
发条,2
相处,2
分歧,2
客观,2
阶级,2
暴力,2
统治,2
所在地,2
原生地,2
缺爱,2
小家,2
相应,2
邻居,2
当一地,2
民风,2
偏狭,2
认同,2
教育观,2
弥补,2
可怜,2
这比旧,2
强多,2
言论,2
推理,2
整齐,2
仔细,2
地过,2
处所,2
斯人,2
谈资,2
取笑,2
阅历,2
不道德,2
自卑,2
炫耀,2
总能,2
源泉,2
悲伤,2
彻底,2
云烟,2
手艺人,2
之争,2
异化,2
幼齿,2
相适,2
打工,2
消费,2
相适应,2
改换,2
为用,2
换来,2
作比,2
财产,2
政策,2
税收政策,2
利好,2
钻营,2
第一种,2
假说,2
投机分子,2
言说,2
上述,2
悲剧,2
很能,2
笑话,2
现实生活,2
首选,2
产品,2
张图最近,2
国内朋友,2
路边烤串,2
没什么两样,2
好像有人,2
上周一周,2
结果就是,2
不到一起,2
难民理解,2
理解国家,2
国家阶级矛盾,2
阶级矛盾不可,2
不可调和,2
调和产物,2
产物表现,2
表现阶级矛盾,2
阶级矛盾客观,2
客观达到,2
达到不能,2
不能调和,2
调和地方,2
地方时候,2
时候程度,2
程度产生,2
产生国家,2
国家阶级,2
阶级群体,2
群体运用,2
运用暴力,2
暴力政治,2
政治工具,2
工具统治,2
统治所在地,2
所在地一部分,2
一部分这种,2
这种逃离,2
逃离理解,2
原生地缺爱,2
缺爱一条,2
一条一条,2
一条小家,2
小家指代,2
指代家庭,2
家庭指代,2
指代相应,2
相应邻居,2
邻居社区,2
社区当一地,2
当一地民风,2
民风偏狭,2
偏狭接受,2
接受一般,2
一般教育,2
教育认同,2
认同教育观,2
教育观人能,2
人能喜欢,2
这种环境,2
环境觉得,2
觉得可怕,2
逃离行为,2
行为弥补,2
弥补充实,2
充实寡淡,2
寡淡可怜,2
可怜人生,2
人生一类,2
一类基本上,2
基本上属于,2
属于问题,2
问题就是,2
就是哪里,2
哪里差不多,2
差不多一样,2
一样寡淡,2
寡淡这部分,2
这部分往往,2
往往比如,2
比如一处,2
一处看到,2
他们觉得,2
东西这比旧,2
这比旧一处,2
一处内容,2
内容强多,2
强多言论,2
言论诸如此类,2
诸如此类看起来,2
好像推理,2
推理整齐,2
整齐仔细,2
仔细看看,2
看看内容,2
内容垃圾,2
垃圾就是,2
就是原籍,2
原籍地过,2
地过寡淡,2
寡淡处所,2
处所寡淡,2
寡淡两地,2
两地逃离,2
逃离做生意,2
做生意一样,2
一样鼓吹,2
鼓吹只能,2
只能这种,2
这种转移,2
转移行为,2
行为本身,2
本身变成,2
变成斯人,2
斯人身上,2
身上谈资,2
