year,word,freq
2023,在内,2
2023,目的地,2
2023,走来走去,2
2023,机理,2
2023,上班,2
2023,纯属,2
2023,有病,2
2023,海岸线,2
2023,大意,2
2023,外面,2
2023,落日,2
2023,飞车,2
2023,演唱会,2
2023,月底,2
2023,流行,2
2023,主导,2
2023,要死,2
2023,窗口,2
2023,除夕,2
2023,守岁,2
2023,拨人,2
2023,有的是,2
2023,鸽子,2
2023,问问,2
2023,提前,2
2023,替代,2
2023,讨厌上下班,2
2023,而言就是,2
2023,多少有点,2
2023,有点毛病,2
2023,落日飞车,2
2023,之间交流,2
2023,最高评价,2
2023,不是每天,2
2023,每天醒来,2
2023,所有窗口,2
2023,不会改变,2
2023,正式,2
